d_loss,epoch,g_loss,step
0.4459596574306488,0,0.9864084124565125,49
0.2800580859184265,0,0.9655556678771973,99
0.2466168999671936,0,0.9798967242240906,149
0.16124367713928223,0,1.410918951034546,199
0.08229144662618637,0,2.2599501609802246,249
0.08070340007543564,0,3.175358295440674,299
0.019265862181782722,0,4.641075134277344,349
0.030161051079630852,0,4.7903151512146,399
0.02460283413529396,1,5.392958641052246,449
0.023518545553088188,1,6.068905353546143,499
0.00859646126627922,1,6.694726943969727,549
0.012116044759750366,1,7.235456466674805,599
0.7280978560447693,1,3.248960018157959,649
0.12417718768119812,1,3.747007369995117,699
0.08272063732147217,1,3.180191993713379,749
0.13978835940361023,1,3.4166831970214844,799
0.22976623475551605,1,2.574516773223877,849
0.19990703463554382,2,2.182811737060547,899
0.165795236825943,2,2.612860679626465,949
0.28481727838516235,2,1.9965941905975342,999
0.25621312856674194,2,1.8586978912353516,1049
0.20662297308444977,2,2.4585041999816895,1099
0.2174779772758484,2,1.9536750316619873,1149
0.29288753867149353,2,1.8840951919555664,1199
0.34361016750335693,2,1.8362140655517578,1249
0.29248183965682983,3,2.0132088661193848,1299
0.327454149723053,3,2.2726922035217285,1349
0.2941451072692871,3,1.948024034500122,1399
0.2816569209098816,3,1.7969489097595215,1449
0.2590693235397339,3,1.7532970905303955,1499
0.21556095778942108,3,2.040940761566162,1549
0.19575262069702148,3,2.107328414916992,1599
0.25654736161231995,3,2.0160114765167236,1649
0.24711021780967712,3,1.9370416402816772,1699
0.2735690474510193,4,2.032416820526123,1749
0.26651573181152344,4,1.8695669174194336,1799
0.23435834050178528,4,2.084174156188965,1849
0.311134397983551,4,2.0246710777282715,1899
0.25743988156318665,4,2.2240326404571533,1949
0.23482319712638855,4,2.3562095165252686,1999
0.17129649221897125,4,2.2251954078674316,2049
0.21227899193763733,4,2.273171901702881,2099
0.1895400881767273,4,2.338545560836792,2149
0.16259905695915222,5,2.4046378135681152,2199
0.20304188132286072,5,2.117328643798828,2249
0.20524707436561584,5,2.1996865272521973,2299
0.21221213042736053,5,2.3537869453430176,2349
0.2614155113697052,5,2.2404308319091797,2399
0.2120572030544281,5,2.231476306915283,2449
0.18995502591133118,5,2.1880996227264404,2499
0.23925061523914337,5,2.3319671154022217,2549
0.20791153609752655,6,2.179513454437256,2599
0.24504569172859192,6,2.4518303871154785,2649
0.22784854471683502,6,2.3991799354553223,2699
0.23380959033966064,6,2.3050761222839355,2749
0.24243564903736115,6,2.2615673542022705,2799
0.23169070482254028,6,2.2341716289520264,2849
0.19233949482440948,6,2.488797664642334,2899
0.21143807470798492,6,2.271000862121582,2949
0.2710436284542084,6,2.1868505477905273,2999
